42.39,944
42.28,948
42.83,951
42.37,954
42.83,958
44.51,961
41.94,964
42.83,968
42.28,971
41.94,974
42.81,978
42.27,982
43.26,985
42.39,989
42.70,992
42.39,995
41.94,998
42.83,1002
44.62,1005
44.62,1009
44.94,1012
42.83,1015
45.40,1019
42.39,1022
44.51,1027
45.51,1030
45.40,1034
42.83,1037
45.05,1041
42.72,1044
42.37,1047
45.40,1051
42.83,1054
45.38,1058
42.83,1061
42.39,1064
45.40,1069
43.26,1072
44.94,1076
42.83,1079
44.62,1083
45.51,1086
41.50,1090
42.28,1093
42.83,1096
42.83,1100
45.38,1103
42.83,1106
44.94,1111
42.37,1114
68.67,1118
42.39,1122
44.94,1126
42.83,1129
70.92,1133
41.09,1137
43.15,1141
42.39,1144
45.05,1147
42.72,1152
42.39,1155
44.94,1159
43.26,1162
44.64,1166
45.07,1169
45.94,1173
44.62,1176
45.05,1180
43.15,1183
42.83,1186
44.94,1190
42.83,1193
70.05,1198
41.96,1202
44.96,1206
42.83,1209
44.94,1213
43.26,1216
45.51,1219
44.94,1223
43.26,1226
72.26,1230
42.28,1235
42.83,1239
69.62,1243
41.07,1247
43.59,1251
43.26,1254
43.26,1257
69.62,1261
41.96,1266
45.40,1269
44.62,1273
44.51,1276
71.35,1280
41.52,1285
44.94,1289
42.83,1292
70.03,1296
42.84,1300
70.03,1304
41.07,1309
43.15,1312
42.83,1315
69.60,1319
42.83,1324
70.47,1328
41.50,1333
43.15,1336
42.83,1339
70.48,1343
41.07,1348
43.15,1351
42.83,1354
44.94,1358
42.83,1361
42.39,1364
44.96,1369
41.96,1372
44.96,1376
42.39,1379
42.83,1382
44.96,1386
41.96,1389
69.60,1393
45.07,1397
45.83,1401
42.39,1404
69.60,1409
41.07,1414
43.15,1417
43.26,1420
45.40,1424
42.39,1427
44.62,1430
44.51,1434
71.82,1437
41.09,1442
42.83,1446
70.05,1449
40.98,1455
42.39,1458
42.83,1461
69.16,1465
41.07,1470
42.27,1473
71.41,1476
41.52,1481
69.16,1484
41.07,1489
42.83,1494
69.16,1497
41.96,1502
69.60,1505
41.41,1510
71.52,1513
41.52,1518
71.39,1521
41.94,1526
45.81,1530
70.59,1533
41.41,1539
71.41,1542
41.07,1547
42.39,1550
69.16,1554
41.50,1559
43.15,1562
43.26,1565
69.16,1569
41.09,1573
69.16,1577
41.52,1583
70.03,1586
41.09,1591
69.16,1594
41.07,1599
69.71,1602
40.96,1607
42.39,1610
70.03,1613
41.94,1618
42.83,1623
69.60,1626
40.96,1631
42.83,1634
41.96,1637
69.16,1641
41.09,1646
41.85,1649
42.83,1652
70.03,1656
45.05,1660
41.85,1665
42.83,1668
69.60,1672
44.62,1676
43.64,1680
42.39,1683
70.95,1687
41.50,1691
69.16,1695
41.96,1700
69.60,1703
41.50,1709
45.38,1712
43.75,1716
44.08,1719
40.64,1722
70.03,1726
44.62,1730
43.64,1734
41.94,1737
70.03,1741
41.50,1746
45.40,1750
41.96,1753
44.09,1757
41.50,1760
41.50,1763
45.40,1767
42.39,1770
69.60,1773
44.64,1778
43.21,1782
67.91,1785
41.40,1790
41.52,1794
44.62,1797
43.64,1801
41.94,1804
44.94,1808
41.50,1811
41.50,1814
45.40,1818
41.50,1821
43.75,1825
43.21,1828
44.62,1831
43.21,1836
44.18,1839
42.88,1843
44.18,1846
43.31,1849
42.77,1853
41.50,1856
43.75,1860
43.21,1863
44.64,1866
43.21,1870
44.62,1873
43.31,1878
43.31,1881
45.07,1884
44.08,1888
40.20,1891
43.31,1895
43.64,1898
41.50,1901
44.51,1905
44.18,1908
42.86,1912
43.21,1915
44.18,1918
43.21,1923
44.18,1926
43.31,1930
43.75,1933
65.65,1936
41.07,1941
40.64,1944
43.75,1948
43.64,1951
41.96,1954
66.00,1958
41.07,1963
41.96,1967
43.64,1970
41.96,1973
66.43,1977
41.50,1981
45.38,1985
41.50,1988
41.50,1991
43.64,1995
41.50,1998
41.96,2001
43.64,2006
41.50,2009
41.52,2012
44.08,2016
41.07,2019
40.64,2022
44.08,2026
40.64,2029
41.96,2032
43.64,2036
41.50,2039
41.07,2042
41.07,2046
41.41,2050
45.05,2053
44.51,2057
44.62,2060
42.88,2064
44.53,2067
44.18,2070
43.19,2074
41.50,2077
43.75,2081
43.64,2084
41.50,2087
44.51,2092
44.62,2095
43.31,2099
43.31,2102
44.18,2105
43.19,2109
41.50,2112
43.75,2116
43.64,2119
41.94,2122
44.08,2126
40.64,2129
42.39,2132
43.64,2137
41.50,2140
41.50,2143
44.94,2147
41.52,2150
43.75,2154
43.64,2157
41.52,2160
43.75,2164
44.20,2167
43.75,2170
44.08,2174
41.07,2178
41.96,2182
44.51,2185
44.62,2188
43.64,2192
41.52,2195
44.18,2199
44.08,2202
41.07,2205
42.39,2209
44.18,2212
44.18,2215
44.08,2220
41.50,2223
43.26,2227
44.62,2230
44.62,2234
44.51,2237
45.49,2240
44.94,2244
42.39,2247
44.53,2251
41.50,2254
44.18,2258
44.08,2262
42.39,2265
44.94,2269
42.39,2272
44.62,2276
44.18,2279
45.07,2283
44.94,2286
44.18,2289
44.51,2293
45.49,2296
44.96,2300
42.37,2304
44.51,2308
45.49,2311
44.51,2315
45.51,2318
44.08,2322
41.96,2325
42.83,2328
70.48,2332
41.09,2337
45.83,2340
45.49,2343
44.51,2348
45.51,2351
41.83,2355
42.83,2358
44.51,2362
45.49,2365
44.51,2369
45.05,2372
45.05,2376
45.05,2379
72.73,2383
41.50,2388
44.08,2392
41.96,2395
70.05,2399
42.39,2403
70.03,2407
41.07,2412
42.72,2415
43.26,2418
70.03,2422
41.50,2426
70.03,2430
41.09,2436
69.60,2439
41.07,2444
42.72,2447
43.69,2450
70.03,2454
41.07,2459
42.72,2462
72.73,2465
41.50,2470
68.67,2475
42.39,2479
69.11,2483
41.07,2487
43.15,2491
42.83,2494
43.26,2497
70.48,2501
41.07,2506
42.72,2509
72.28,2512
41.52,2518
44.51,2522
70.57,2525
40.96,2530
43.71,2533
44.51,2537
70.14,2540
40.96,2545
43.69,2548
44.96,2552
42.83,2555
70.92,2558
41.52,2564
44.96,2568
42.83,2571
68.67,2575
42.37,2579
69.13,2583
41.52,2587
44.51,2591
70.47,2594
41.96,2599
42.83,2603
44.94,2607
43.26,2610
70.47,2614
41.50,2618
70.47,2622
41.07,2627
42.70,2630
43.26,2633
68.67,2637
42.37,2641
68.66,2646
41.96,2651
44.51,2654
68.67,2657
42.39,2662
43.26,2665
67.30,2669
41.07,2674
43.15,2677
42.83,2680
67.32,2684
41.50,2689
43.69,2693
67.75,2696
41.07,2701
42.70,2704
43.24,2707
66.88,2711
41.96,2715
44.96,2719
43.26,2722
68.67,2726
41.94,2731
67.75,2735
42.39,2739
44.94,2743
43.26,2746
66.88,2750
42.37,2754
66.86,2758
41.94,2762
67.75,2766
42.37,2770
44.94,2775
43.69,2778
69.13,2782
41.09,2786
69.11,2790
41.07,2794
43.15,2798
43.26,2801
67.75,2805
41.94,2809
67.73,2813
41.09,2818
69.11,2822
41.07,2826
43.26,2830
69.13,2833
42.27,2838
43.26,2841
45.49,2845
45.49,2848
45.40,2852
43.26,2855
42.81,2859
69.11,2863
42.83,2868
69.11,2871
42.28,2876
43.69,2879
69.56,2883
41.96,2887
67.32,2891
41.50,2895
43.59,2899
43.69,2903
68.67,2907
41.96,2911
67.75,2915
42.39,2919
67.30,2923
42.39,2927
67.75,2931
41.94,2935
44.94,2939
43.69,2942
45.83,2947
44.15,2950
69.11,2954
41.52,2958
67.30,2962
41.96,2966
44.94,2970
43.69,2973
69.54,2977
41.96,2981
45.38,2985
43.69,2989
68.67,2993
41.96,2997
65.94,3001
42.39,3005
65.52,3009
41.50,3013
45.83,3017
43.69,3020
67.32,3024
41.50,3028
65.96,3033
41.96,3037
65.94,3041
42.39,3045
43.26,3048
42.72,3052
43.26,3055
45.83,3059
43.26,3062
42.39,3066
42.70,3069
43.69,3073
43.59,3077
43.26,3080
43.26,3083
45.38,3087
43.69,3090
70.90,3094
42.81,3099
45.94,3102
45.38,3106
43.26,3109
45.49,3113
42.72,3117
43.26,3120
45.81,3124
42.81,3127
43.59,3131
41.47,3134
43.24,3137
71.33,3141
41.94,3146
45.83,3149
42.39,3153
43.57,3156
43.69,3160
46.25,3164
43.26,3167
70.90,3171
42.39,3176
46.27,3179
42.83,3182
45.81,3186
42.83,3189
69.11,3193
42.81,3198
45.83,3202
43.26,3205
45.81,3209
43.24,3212
69.11,3216
42.81,3221
69.11,3224
42.70,3229
41.03,3232
42.83,3235
70.47,3239
42.37,3245
70.92,3248
42.72,3253
43.26,3256
70.90,3260
43.26,3264
43.59,3268
41.02,3271
44.13,3275
70.92,3278
43.15,3283
43.69,3287
71.35,3291
42.37,3296
69.56,3299
42.27,3304
43.69,3307
43.69,3311
44.02,3314
40.58,3317
44.08,3321
40.58,3324
40.60,3328
69.54,3332
41.94,3336
69.11,3340
43.26,3344
69.56,3348
42.37,3353
69.65,3356
42.72,3361
44.56,3364
43.59,3368
40.58,3372
40.58,3375
44.56,3379
71.91,3382
43.15,3387
44.13,3390
70.92,3394
44.04,3399
40.60,3402
40.58,3405
42.77,3409
43.59,3412
40.58,3416
44.46,3420
41.02,3423
42.83,3426
71.35,3430
43.60,3435
41.02,3438
42.83,3441
70.90,3445
43.26,3450
80.55,3453
43.26,3459
70.92,3463
43.59,3468
41.02,3471
41.03,3474
41.90,3478
44.02,3481
40.58,3484
44.13,3488
70.57,3491
42.27,3496
44.13,3500
70.47,3504
42.83,3509
70.47,3512
43.59,3517
40.58,3520
44.56,3523
70.47,3527
43.15,3532
43.69,3535
72.71,3539
43.26,3545
73.58,3548
42.83,3553
44.13,3556
73.14,3560
43.15,3565
44.13,3568
71.35,3572
43.69,3577
71.46,3580
43.15,3586
44.13,3589
71.35,3593
43.59,3598
40.58,3601
41.02,3604
44.46,3608
40.58,3611
40.58,3614
70.92,3618
42.83,3622
70.92,3627
43.59,3632
40.58,3635
41.02,3638
44.46,3642
40.60,3645
40.60,3648
70.92,3652
42.83,3656
70.90,3660
43.59,3665
41.02,3668
42.83,3672
80.57,3676
43.71,3681
45.81,3685
72.71,3688
43.26,3693
78.45,3697
43.59,3702
41.02,3705
44.56,3709
90.67,3713
43.15,3719
43.69,3722
70.47,3726
43.26,3731
71.41,3734
43.15,3739
44.58,3742
71.35,3746
43.57,3751
40.58,3755
40.60,3758
89.78,3762
43.26,3768
70.90,3771
42.70,3776
41.02,3779
41.03,3782
44.89,3786
40.58,3789
40.58,3792
44.46,3796
41.03,3800
42.81,3803
71.35,3807
42.39,3812
71.43,3815
42.72,3820
44.13,3823
70.90,3827
43.69,3832
71.44,3835
43.15,3841
45.00,3844
41.79,3848
40.15,3851
44.56,3854
71.79,3858
43.15,3863
44.58,3866
70.92,3870
43.69,3875
69.11,3878
44.02,3884
40.58,3887
40.58,3890
41.90,3894
44.02,3897
40.15,3900
69.54,3904
43.26,3908
43.59,3912
40.60,3915
69.54,3919
42.83,3923
70.90,3928
43.69,3933
46.70,3936
43.26,3940
69.13,3943
44.04,3948
40.17,3951
44.56,3954
71.79,3958
43.15,3963
44.56,3966
70.43,3971
43.69,3976
71.79,3979
43.15,3984
43.69,3987
71.35,3991
41.94,3996
69.56,3999
42.27,4004
41.02,4007
42.83,4011
71.35,4015
41.94,4020
43.59,4023
41.47,4026
70.92,4030
42.39,4035
69.11,4038
43.15,4043
43.69,4046
69.11,4050
41.96,4055
71.35,4059
41.96,4064
71.35,4067
42.28,4072
41.02,4075
42.37,4078
71.35,4082
41.96,4087
70.56,4090
41.85,4096
41.47,4099
70.48,4103
41.96,4107
45.81,4111
43.26,4114
70.48,4118
41.94,4122
70.92,4126
42.72,4131
43.69,4134
79.81,4137
41.83,4144
41.02,4147
42.39,4150
73.14,4154
41.41,4159
42.83,4162
43.69,4165
45.38,4169
43.26,4172
45.38,4176
43.24,4179
45.83,4184
43.26,4187
45.38,4191
43.26,4194
80.69,4197
40.96,4203
43.69,4206
45.40,4210
43.69,4213
45.94,4217
45.49,4220
45.38,4225
43.26,4228
43.28,4231
70.48,4235
41.50,4240
43.26,4243
40.60,4246
43.60,4250
42.83,4253
43.26,4256
45.83,4260
43.26,4263
45.38,4268
43.26,4271
45.38,4275
42.83,4278
45.94,4282
45.49,4285
45.03,4289
43.69,4292
73.14,4295
41.50,4300
72.28,4304
41.52,4310
81.11,4313
41.52,4319
70.48,4322
41.52,4327
70.92,4330
40.98,4335
43.26,4338
44.62,4342
44.08,4345
42.83,4348
69.11,4353
41.50,4358
69.11,4361
41.96,4366
68.78,4369
41.40,4374
43.69,4377
68.69,4381
42.39,4385
69.13,4389
41.52,4393
69.13,4398
41.50,4403
68.67,4406
41.50,4411
68.67,4414
41.07,4419
43.15,4422
43.26,4425
71.35,4429
41.50,4434
70.92,4438
41.41,4443
43.69,4446
70.92,4450
41.50,4454
69.11,4458
41.50,4463
67.32,4466
41.07,4471
42.70,4474
43.24,4477
70.92,4482
41.50,4486
43.15,4490
42.83,4493
69.11,4497
41.07,4501
43.69,4505
70.47,4508
40.96,4513
43.69,4516
70.90,4520
41.50,4525
43.57,4529
40.58,4532
42.83,4535
70.90,4539
41.07,4544
43.59,4547
40.58,4550
67.75,4554
41.09,4558
88.02,4562
41.50,4568
42.83,4572
87.26,4575
41.41,4581
87.72,4584
41.40,4590
83.34,4593
41.45,4599
71.01,4602
41.40,4608
42.81,4611
70.92,4615
41.50,4620
87.15,4623
41.50,4629
69.13,4632
41.50,4637
70.47,4640
40.96,4645
43.69,4648
88.02,4653
41.50,4658
69.11,4662
41.09,4666
70.90,4670
41.07,4675
43.15,4678
43.26,4681
70.90,4685
41.07,4690
43.15,4694
43.26,4697
70.90,4701
41.07,4706
43.15,4709
42.83,4712
44.62,4716
44.08,4719
41.94,4722
70.47,4726
41.50,4731
44.51,4734
45.49,4738
44.51,4742
45.49,4745
45.40,4749
45.49,4752
44.51,4756
45.94,4759
45.40,4763
43.26,4766
44.94,4770
42.83,4773
44.94,4777
43.69,4781
45.07,4785
46.37,4788
42.83,4792
45.81,4795
45.94,4799
45.05,4802
43.26,4806
45.38,4809
43.26,4812
46.27,4816
42.81,4819
45.38,4824
42.83,4827
45.83,4831
43.26,4834
42.39,4838
67.75,4841
41.52,4846
45.40,4849
43.26,4852
71.35,4856
41.50,4861
45.51,4865
41.07,4869
43.59,4872
43.26,4875
69.54,4879
41.96,4883
44.94,4887
43.26,4890
45.38,4894
43.69,4897
45.81,4901
42.81,4904
43.26,4908
45.81,4912
43.26,4915
81.00,4919
41.96,4924
71.79,4928
41.96,4932
44.94,4936
43.69,4939
70.90,4943
42.39,4948
45.38,4952
43.69,4955
46.25,4959
42.83,4962
69.56,4966
41.96,4971
69.54,4974
41.96,4979
70.10,4982
42.28,4987
41.47,4990
45.81,4995
43.69,4998
71.35,5001
41.94,5006
69.54,5010
43.26,5015
69.54,5018
42.72,5023
43.69,5026
71.33,5030
42.83,5035
69.11,5039
42.83,5044
69.56,5047
42.72,5052
43.69,5055
71.35,5059
43.26,5064
46.25,5067
43.26,5070
80.55,5074
43.26,5080
88.91,5084
42.81,5090
71.35,5093
43.59,5098
40.58,5101
43.69,5105
43.59,5108
40.58,5111
44.13,5115
43.26,5118
41.90,5122
44.02,5126
41.45,5129
40.58,5132
41.88,5136
40.91,5139
40.58,5142
44.13,5146
44.02,5149
40.58,5152
41.90,5156
44.46,5159
40.58,5163
41.88,5167
41.36,5170
41.45,5173
44.13,5177
71.35,5180
43.59,5185
40.60,5188
69.54,5192
44.58,5196
71.35,5200
44.02,5206
40.17,5209
42.77,5212
71.81,5216
44.02,5221
40.58,5224
40.60,5227
68.20,5231
43.69,5235
69.56,5239
43.69,5244
69.67,5248
43.59,5253
41.03,5256
42.34,5260
69.54,5263
43.59,5268
41.02,5271
40.60,5274
68.19,5278
44.13,5282
68.19,5286
41.47,5292
68.19,5295
44.13,5300
66.05,5303
43.15,5308
44.56,5311
70.43,5315
43.69,5319
69.98,5323
43.59,5328
41.03,5331
40.58,5335
42.34,5339
71.79,5342
44.02,5347
40.58,5350
69.54,5354
43.69,5358
71.79,5362
43.59,5367
41.02,5370
43.26,5373
87.53,5378
43.69,5384
71.79,5387
43.59,5392
41.02,5395
41.90,5399
71.33,5402
44.02,5407
41.02,5410
41.90,5414
71.33,5417
44.02,5423
40.58,5426
41.02,5429
42.66,5433
41.88,5436
40.58,5439
70.00,5443
44.58,5447
69.98,5451
44.02,5456
40.58,5459
42.34,5463
71.35,5467
44.02,5472
40.58,5475
41.02,5478
42.34,5482
72.22,5485
44.47,5490
45.00,5493
42.66,5497
40.58,5500
70.43,5505
44.13,5509
70.43,5513
41.45,5518
68.19,5521
44.02,5526
40.58,5529
41.47,5532
68.19,5536
43.69,5540
68.19,5544
41.47,5550
68.19,5553
44.02,5558
40.58,5561
41.03,5564
44.89,5568
41.03,5571
40.58,5574
68.62,5578
44.13,5582
70.41,5586
41.90,5592
70.00,5595
41.79,5600
41.02,5603
40.58,5606
45.32,5610
42.34,5613
70.00,5617
44.13,5621
70.41,5625
44.46,5630
41.47,5634
42.77,5637
69.54,5641
44.13,5646
70.97,5649
44.46,5654
41.03,5657
42.75,5661
70.48,5664
44.02,5669
41.02,5672
42.77,5677
70.43,5680
44.02,5685
40.58,5688
67.26,5691
44.13,5696
70.41,5700
44.13,5704
70.41,5708
44.47,5713
45.43,5716
70.41,5721
44.02,5726
40.58,5729
41.03,5732
42.77,5736
72.22,5739
41.36,5744
42.34,5747
43.26,5751
70.43,5754
41.34,5760
41.90,5763
40.58,5766
42.34,5770
44.93,5773
44.13,5777
72.67,5780
41.34,5785
41.90,5788
44.56,5792
44.46,5795
44.56,5798
44.02,5803
40.15,5806
70.86,5810
41.47,5814
44.02,5818
40.58,5821
41.45,5824
71.79,5828
41.02,5833
42.23,5836
41.45,5839
44.56,5843
45.02,5847
42.32,5851
44.46,5854
41.02,5857
41.88,5861
41.79,5864
41.47,5867
44.56,5871
44.46,5874
41.02,5877
41.90,5881
44.56,5884
44.13,5888
44.46,5892
41.03,5895
42.34,5899
44.02,5902
40.15,5905
69.98,5909
41.03,5913
42.23,5917
41.47,5920
41.90,5923
44.89,5927
41.90,5931
44.56,5935
44.89,5938
41.03,5941
41.90,5945
45.45,5948
43.69,5952
44.46,5955
41.02,5958
41.90,5962
45.34,5965
43.69,5969
44.02,5972
40.15,5976
70.00,5980
45.00,5984
41.78,5988
41.47,5991
44.13,5995
44.91,5998
41.88,6001
41.41,6005
45.00,6008
41.90,6012
44.91,6016
42.34,6019
44.89,6023
40.58,6026
41.03,6029
41.90,6033
44.46,6036
41.02,6039
41.90,6043
45.00,6046
41.90,6050
44.46,6053
40.58,6056
44.56,6061
44.02,6064
40.15,6067
69.98,6071
44.56,6076
72.22,6079
41.34,6084
41.90,6087
44.56,6091
72.22,6094
41.34,6099
41.90,6103
44.58,6107
44.13,6110
44.13,6113
87.97,6117
44.02,6123
40.15,6126
42.34,6129
44.02,6133
40.15,6136
42.34,6139
44.02,6144
40.58,6147
41.03,6150
42.34,6154
44.09,6157
41.02,6160
41.90,6164
44.13,6167
70.90,6170
44.13,6175
71.79,6179
44.02,6184
40.15,6188
42.32,6191
44.46,6195
40.60,6198
40.58,6201
81.87,6205
44.13,6210
71.81,6214
44.13,6219
71.33,6222
44.02,6227
41.02,6231
42.34,6235
44.46,6238
40.58,6241
44.02,6245
40.17,6248
45.00,6251
42.21,6255
41.45,6258
40.60,6261
70.00,6265
44.13,6270
71.35,6274
44.02,6279
40.15,6282
42.83,6286
71.33,6289
43.59,6294
40.58,6297
69.54,6300
43.69,6305
82.30,6309
44.15,6315
42.39,6319
69.98,6322
43.15,6327
45.00,6330
44.46,6334
44.56,6337
71.33,6341
44.13,6346
69.62,6349
43.59,6354
44.56,6358
71.79,6362
43.59,6367
41.02,6370
40.58,6373
69.54,6377
43.69,6381
69.98,6385
43.26,6390
43.69,6393
69.56,6396
42.81,6402
69.54,6406
43.26,6410
43.15,6414
43.69,6417
46.70,6421
41.47,6424
43.26,6428
43.59,6431
41.02,6434
44.46,6438
41.03,6441
41.02,6445
42.34,6449
43.59,6452
41.03,6455
44.46,6459
41.02,6462
40.15,6465
68.19,6469
42.39,6473
45.40,6477
41.47,6480
41.02,6483
44.02,6488
40.58,6491
41.02,6494
44.47,6498
41.02,6501
42.83,6504
67.75,6508
43.26,6512
45.83,6516
41.47,6519
69.54,6523
43.26,6529
43.15,6532
43.69,6535
45.83,6539
42.81,6542
68.19,6546
41.96,6550
45.38,6554
44.13,6557
43.69,6561
69.65,6564
42.27,6569
41.45,6573
43.69,6576
44.02,6580
40.15,6583
42.39,6587
45.83,6590
41.88,6593
41.87,6597
44.13,6600
45.92,6604
43.26,6607
41.45,6610
43.60,6615
41.47,6618
44.13,6621
46.27,6625
43.26,6628
42.72,6632
43.26,6635
43.26,6639
43.15,6642
44.15,6645
43.15,6649
43.68,6652
71.33,6657
43.26,6662
43.17,6665
43.69,6668
46.25,6672
43.24,6675
46.70,6679
43.69,6682
43.26,6686
43.69,6689
40.58,6692
41.90,6696
43.26,6700
44.56,6703
43.15,6707
44.13,6710
43.15,6714
43.69,6717
43.26,6721
44.02,6724
40.58,6727
42.34,6731
43.15,6734
43.69,6737
43.15,6742
44.58,6745
43.26,6749
43.13,6752
44.13,6755
43.15,6759
42.34,6762
44.13,6766
43.15,6769
44.56,6772
43.15,6776
41.90,6779
44.13,6784
43.15,6787
45.02,6790
41.78,6794
40.15,6797
44.56,6800
43.59,6804
40.58,6807
41.45,6810
44.02,6814
40.15,6817
41.88,6820
41.45,6824
44.13,6828
43.69,6831
44.02,6835
41.02,6838
41.45,6842
44.02,6845
40.17,6848
42.83,6852
43.59,6855
40.58,6858
44.13,6862
43.15,6865
42.32,6868
44.02,6873
